word	kept	dropped	passes	tier
臨戦	36	13	13 | 36 | 36	jmdict
臨時	16	13	13 16 | 16 | 16	corpus
臨書	32	33	32 33 | 32 | 32	jmdict
臨港	47	17	17 47 | 47 | 47	jmdict
臨界	13 19	50	13 50 | 13 19 | 13 19	jmdict
臨終	57	15 16	57 | 15 57 | 16 57	jmdict
自他	20	11 22	11 22 | 20 | 20	jmdict
自作	32	38 40	32 40 | 32 38 | 32	corpus
自作農	24	38	24 38 | 24 | 24	jmdict
自力	14	30	14 | 14 30 | 14	corpus
自動	13	15 30	13 | 30 | 13 15	corpus
自営	38	37	37 38 | 38 | 38	jmdict
自営業	38	24	38 | 24 38 | 38	jmdict
自嘲	30	31	30 | 30 | 30 31	jmdict
自害	15	57	15 | 15 | 15 57	jmdict
自家	33	25 44	33 | 33 | 25 44	jmdict
自己	20	30	20 | 20 30 | 20	corpus
自己批判	30	31	30 31 | 30 | 30	jmdict
自律	13 30	15	15 30 | 13 30 | 13 30	corpus
自殺	57	15	57 | 15 57 | 57	jmdict
自民党	27	36	27 | 27 | 27 36	jmdict
自治権	34	36	34 | 34 36 | 34	jmdict
自活	15	33 37 38	15 37 | 15 33 | 38	jmdict
自然	50	13	13 50 | 50 | 50	corpus
自然休会	15 36	35	15 36 | 35 36 | 15	jmdict
自然界	50	53	50 | 50 53 | 50	jmdict
自生	15 54	53	15 53 | 15 54 | 15 54	jmdict
自由	34	13	34 | 34 | 13 34	corpus
自由主義	30	33 36	30 | 30 36 | 30 33	jmdict
自由形	11 18	32	32 | 11 18 | 11 18	jmdict
自画像	32	40	32 | 32 | 32 40	jmdict
自発	30	15	15 | 30 | 30	corpus
自白	31	34	31 | 31 | 31 34	jmdict
自立	15	30	15 30 | 15 | 15	jmdict
自筆	31	32	31 | 31 | 31 32	jmdict
自粛	15	34	15 | 15 | 15 34	jmdict
自給	37	38 43	37 43 | 37 | 37 38	jmdict
自習	30 33	32	32 | 30 33 | 30 33	jmdict
自衛	30 34	36	34 36 | 30 | 30 34	corpus
自衛官	24	36	24 36 | 24 | 24	jmdict
自衛隊	27	36	27 36 | 27 | 27	jmdict
自販	45	27 38	27 45 | 38 | 45	jmdict
自選	30	15	30 | 15 | 30	jmdict
自重	30 56	19 34	30 34 | 30 56 | 19 56	jmdict
臭み	13	18 19 43 50	13 43 | 19 50 | 13 18	jmdict
至上命令	34	31 36	34 | 34 36 | 31 34	jmdict
致命	13	57	13 | 13 | 13 57	corpus
致命傷	56	57	56 | 56 57 | 56	jmdict
臼	45	40	45 | 40 45 | 45	jmdict
興	14 30	13	13 30 | 14 | 14 30	corpus
興亡	15	26	15 26 | 15 | 15	jmdict
興信所	27	38	27 | 27 38 | 27	jmdict
興業	38	32	32 38 | 38 | 38	jmdict
興隆	15	38	15 | 15 38 | 15	jmdict
舌打ち	31	56	31 56 | 31 | 31	jmdict
舌触り	13 56	18	13 56 | 18 | 13 56	jmdict
舌足らず	13 18	31	18 | 13 31 | 13 18	jmdict
舌鼓	35	30 43	35 | 35 | 30 43	jmdict
舎利	33 40	56	33 56 | 33 40 | 40	jmdict
舎弟	22	21	22 | 22 | 21 22	jmdict
舞	32	15 33	15 | 32 | 32 33	corpus
舞妓	24 32	33	24 32 | 24 33 | 24 32	jmdict
舞姫	24 32	20	24 32 | 24 | 20 32	jmdict
舟橋	44	17 45	44 | 44 45 | 17 44	jmdict
航海	15	38	15 | 15 38 | 15	jmdict
航空便	15	38	15 | 15 38 | 15	jmdict
航空機	45	40 55	45 | 40 45 | 45 55	corpus
航跡	17	15 18	15 17 | 17 | 17 18	jmdict
航路	17	38	17 | 17 | 17 38	jmdict
舵	45	15 30	45 | 15 30 45 | 45	corpus
船体	45	18 40 44	44 45 | 45 | 18 40	jmdict
船便	38	15 37	15 38 | 38 | 37 38	jmdict
船倉	44	45	44 | 44 | 44 45	jmdict
船室	44	45	44 45 | 44 | 44	jmdict
船尾	17	45	17 | 17 45 | 17	jmdict
船底	45	17 40 44	17 45 | 44 45 | 40 45	jmdict
船橋	26	17	26 | 17 26 | 26	jmdict
船積み	15 37	38	37 38 | 15 37 | 15 37	jmdict
良いね	31 35	30	31 35 | 31 35 | 30 35	jmdict
良質	13	19	13 | 13 | 13 19	jmdict
色彩	18	50	18 50 | 18 | 18	jmdict
色気	30	13	30 | 13 30 | 30	jmdict
色直し	33	35	33 | 33 35 | 33	jmdict
色調	18	13	18 | 18 | 13 18	jmdict
芒果	43	54	43 | 54 | 43	jmdict
芯	18 51	40	18 40 | 18 51 | 18 51	jmdict
花婿	20	21	20 | 20 21 | 20	jmdict
花形	11	13 18 24	11 | 11 13 | 18 24	jmdict
花期	16	54	16 | 16 | 16 54	jmdict
花火	33 50	32 40	50 | 33 40 50 | 32 33	jmdict
花見	33	35	33 35 | 33 | 33	jmdict
花輪	40	54	40 54 | 40 | 40	jmdict
花道	32 44	17 33	32 44 | 32 44 | 17 33	jmdict
花鳥	54 55	53	54 55 | 54 55 | 53 54	jmdict
芸人	24	32	24 | 24 32 | 24	jmdict
芸妓	24	33	24 | 24 33 | 24	jmdict
芸文	32	33	32 33 | 32 | 32	jmdict
芸者	24	33	24 | 24 | 24 33	jmdict
芸能人	24	32	24 | 24 32 | 24	jmdict
芸術	32	33	32 | 32 | 32 33	jmdict
若さ	19 57	13	19 57 | 13 57 | 19	jmdict
若宮		17 26 44	26 | 17 | 44	jmdict
若返り	15	57	15 | 15 | 15 57	jmdict
苦労人	20	24	20 | 20 24 | 20	jmdict
苦味		13 19 30 56	30 | 19 56 | 13	jmdict
苦戦	15	13 14	14 15 | 15 | 13 15	jmdict
苦杯	13	10 40	10 40 | 13 | 13	jmdict
苦楽	30	33	30 | 30 33 | 30	jmdict
苦行	33	57	33 | 33 | 33 57	jmdict
苦難	13 30	10 14	13 30 | 13 30 | 10 14	jmdict
英会話	31	33	31 | 31 33 | 31	jmdict
英和	31	11	11 31 | 31 | 31	jmdict
英才	20	24	20 | 20 | 20 24	jmdict
英断	30	34 36	30 | 30 36 | 30 34	jmdict
英明	13	30	13 | 30 | 13	jmdict
英蘭	26	23	26 | 23 26 | 26	jmdict
茅場	47	54	47 54 | 47 | 47	jmdict
茗荷	54	43	54 | 43 54 | 54	jmdict
茶室	44	33	33 44 | 44 | 44	jmdict
茶番	10	33	10 | 10 33 | 10	jmdict
茶碗	40 45	43	40 45 | 40 45 | 40 43	jmdict
茶色	18	13	18 | 13 18 | 18	jmdict
茶褐色	18	13	18 | 18 | 13	jmdict
草むしり	33	15 38 47	15 47 | 33 | 33 38	jmdict
草分け	24	33	24 33 | 24 | 24	jmdict
草刈り	15 38	47	38 | 15 38 | 15 47	jmdict
草取り	15 47	33	15 47 | 15 47 | 15 33	jmdict
草書	32	31	32 | 31 32 | 32	jmdict
草笛	45	32	45 | 45 | 32 45	jmdict
草紙	40	31 32	32 40 | 40 | 31 40	jmdict
草食	43	53 55	43 | 43 55 | 43 53	jmdict
荒事	10	35	10 35 | 10 | 10	jmdict
荒削り	18	15 30	15 18 | 18 | 18 30	jmdict
荒唐無稽	10	13	13 | 10 | 10	jmdict
荒木	54	20	54 | 54 | 20	jmdict
荒海	50	52	50 | 50 | 50 52	jmdict
荒野	47	17 50	47 | 47 50 | 17 47	jmdict
荷主	24	37	24 37 | 24 | 24	jmdict
荷台	45	44	45 | 44 45 | 45	jmdict
荷役	38	15	15 38 | 38 | 38	jmdict
荷札	40	45	40 | 40 45 | 40	jmdict
荷造り	15	38	15 | 15 38 | 15	jmdict
菩提	33	57	33 | 33 | 33 57	jmdict
菩提寺	44	27	44 | 44 | 27 44	jmdict
華	13 32	18	13 18 | 13 32 | 13 32	corpus
華僑	23	24	23 24 | 23 | 23	jmdict
華厳	33	32	33 | 33 | 32 33	jmdict
華美	13	18	13 | 13 | 13 18	jmdict
萌芽	12 15	57	15 57 | 12 15 | 12 15	jmdict
萎縮	15	18	15 | 15 18 | 15	corpus
落	13 15	19	15 19 | 13 | 13 15	corpus
落し	37	15	15 | 37 | 37	corpus
落ちこぼれ	20	24	20 | 20 | 20 24	jmdict
落とし穴	10 17	30	10 30 | 10 17 | 10 17	corpus
落下傘	40 45	42	40 | 40 45 | 42 45	jmdict
落書き	32	31	31 32 | 32 | 32	jmdict
落雷	50	15	50 | 15 50 | 50	jmdict
著作	32	31	32 | 32 | 31 32	corpus
著書	32	31	32 | 32 | 31 32	jmdict
著者	24	32	24 | 24 32 | 24	corpus
葬儀社	27	33	27 | 27 33 | 27	jmdict
葬式	33	35 57	33 35 | 33 57 | 33	jmdict
葬祭	33	57	33 | 33 | 33 57	jmdict
葬送	33	35	33 | 33 | 33 35	jmdict
蒸気機関	45	50	45 | 45 50 | 45	jmdict
蒸留	15 41	32	15 32 | 15 41 | 15 41	corpus
蓄え	37	19 40	19 37 | 37 | 37 40	jmdict
蓮華	54	45	54 | 54 | 45 54	jmdict
蔓延	15	12	15 | 15 | 12 15	jmdict
蔵元	24 38	27	24 38 | 24 38 | 27 38	jmdict
蔵書	40	32	40 | 40 | 32 40	jmdict
蕎麦	43	54	43 54 | 43 | 43	jmdict
蕎麦屋	27 38	44	38 44 | 27 38 | 27 38	jmdict
蕪	54	43	43 54 | 54 | 54	jmdict
薄	19	13 18 42	42 | 13 19 | 18 19	jmdict
薄っぺら	18	19	18 | 18 19 | 18	jmdict
薄口	43	18	43 | 43 | 18	jmdict
薄弱	13	14	13 14 | 13 | 13	jmdict
薄手	18 19	42	18 19 | 18 19 | 18 42	jmdict
薄板	41	40	41 | 41 | 40 41	jmdict
薄皮	40 56	18	40 56 | 40 56 | 18	jmdict
薄膜	51	41	51 | 41 51 | 51	jmdict
薪	41	46 47	41 46 | 41 47 | 41	jmdict
薬	43	40 45	43 45 | 43 | 40 43	corpus
薬代	37	43	37 43 | 37 | 37	jmdict
薬剤	41	51	41 | 41 | 41 51	jmdict
薬品	40 41	43	41 43 | 40 41 | 40 41	corpus
薬学	32	33	32 | 32 33 | 32	jmdict
薬師	24	33	24 | 24 | 24 33	jmdict
薬師如来	53	33	33 | 53 | 53	jmdict
薬物	43 51	40	43 51 | 43 51 | 40 43	corpus
薬理	30	32 38 50	30 38 | 32 | 30 50	jmdict
薬理学	32	30 38	32 | 32 | 30 38	jmdict
薬用	43	33	43 | 33 | 43	jmdict
藍	54	41	54 | 41 54 | 54	jmdict
藻類	54	53	53 | 54 | 54	jmdict
虐待	15 35	34	15 34 | 15 35 | 35	jmdict
虚々実々	30	35	30 | 30 35 | 30	jmdict
虚実	10	13	10 | 10 | 10 13	jmdict
虚構	10	32	10 | 10 | 10 32	jmdict
虚脱	13 30	57	13 | 30 57 | 13 30	jmdict
虚飾	30	13 33	13 30 | 30 | 33	jmdict
虫食い	13	10 15 18	10 13 | 15 | 13 18	jmdict
虹	50	52	50 52 | 50 | 50	jmdict
蚊帳	40 44	45	40 45 | 40 44 | 40 44	jmdict
蚕糸	41	54 55	41 55 | 41 | 41 54	jmdict
蛋白	51	56	51 | 51 56 | 51	jmdict
蛍	55	46	55 | 46 55 | 55	jmdict
蛮行	10 15	35	10 35 | 10 15 | 10 15	jmdict
蜜	43 51	53	43 51 | 43 53 | 43 51	jmdict
蜜月	33 35	13 16	33 35 | 16 33 | 13 35	jmdict
融通	35 37	30	30 37 | 35 37 | 35 37	jmdict
血清	51	57	51 | 51 57 | 51	jmdict
血痕	56	40	56 | 40 56 | 56	jmdict
血相	18	56	18 | 18 | 18 56	jmdict
血眼	30 56	13 18	18 30 | 30 56 | 13 56	jmdict
血統	21	57	21 57 | 21 | 21	jmdict
血色	13 18	56	13 18 | 13 18 | 18 56	jmdict
行	15	31 38	15 | 15 38 | 31	corpus
行い	15 30	10	15 | 10 30 | 15 30	corpus
行き来	15 35	17	15 35 | 15 35 | 15 17	corpus
行使	34	15	15 34 | 34 | 34	corpus
行儀	33	35	33 | 33 35 | 33	jmdict
行列	19	18 51	19 51 | 19 | 18 19	corpus
行列演算	30	45	30 45 | 30 | 30	corpus
行動パターン	30	10 13 18	18 30 | 10 30 | 13 30	corpus
行政	36	38	36 | 36 38 | 36	corpus
行政官	24	36	24 36 | 24 | 24	jmdict
行文	31	32	31 | 31 32 | 31	corpus
行方	17	10	10 17 | 17 | 17	corpus
行方不明	12	10 13	13 | 12 | 10 12	jmdict
行楽	33	35	33 | 33 | 33 35	jmdict
行楽地	17	26 33	17 33 | 17 | 17 26	jmdict
行程	16 17	30	16 17 | 16 30 | 16 17	jmdict
行者	24	33	24 | 24 33 | 24	corpus
行軍	15	36	15 36 | 15 | 15	jmdict
行進	15	35	15 | 15 35 | 15	corpus
行間	17	19 31	17 31 | 17 19 | 17	jmdict
行革	36	38	36 38 | 36 | 36	jmdict
術	30	32	30 | 30 32 | 30	corpus
術中		16 17 30	17 | 16 | 30	jmdict
街づくり	33 47	32	33 | 33 47 | 32 47	jmdict
街宣車	45	40	45 | 40 45 | 45	jmdict
街路	17 47	44	17 47 | 17 44 | 17 47	jmdict
衛兵	24	36	24 | 24 | 24 36	jmdict
衛星	52	45	45 52 | 52 | 52	corpus
衛星放送	31 45	38	31 45 | 31 38 | 31 45	corpus
衛生	33	57	33 | 33 57 | 33	corpus
衛生学	32 33	30	30 33 | 32 33 | 32 33	jmdict
衛視	24	36	24 36 | 24 | 24	jmdict
衝	15	14	15 | 15 | 14 15	corpus
衝撃	14 15	50	14 15 | 14 15 | 14 15 50	jmdict
衣替え	33 42	15	15 42 | 33 42 | 33	jmdict
衣装	42	32	32 42 | 42 | 42	jmdict
表	40	18 31 32	31 40 | 18 32 | 40	corpus
表土	51	41 47	51 | 51 | 41 47	jmdict
表層	13 18	19	13 18 | 18 19 | 13 18	corpus
表彰状	31	34 40	31 40 | 31 34 | 31	jmdict
表看板	40	44 45	40 | 40 44 | 40 45	jmdict
表示	10 31	15	15 31 | 10 31 | 10 31	corpus
表裏	13	18	13 | 13 | 13 18	jmdict
表計算	32 45	31	31 32 | 32 45 | 32 45	jmdict
表面	18	40	18 | 18 | 18 40	corpus
表面化	15	12	15 | 15 | 12 15	corpus
表題	31	32	31 | 31 | 31 32	jmdict
衰え	13 15	14	14 15 | 13 15 | 13 15	corpus
衰弱	15 57	13	15 57 | 15 57 | 13 57	jmdict
衰退	15	13	13 15 | 15 | 15	jmdict
被保険者	20	34	20 34 | 20 | 20	jmdict
被写体	40	53	40 | 40 | 40 53	jmdict
被告人	20 24	36	20 36 | 20 24 | 20 24	jmdict
被害	10 15	57	10 15 | 10 15 | 10 57	corpus
被害者	20	24	20 | 20 | 20 24	corpus
被災	15	12	15 | 15 | 12 15	jmdict
被疑者	20	24	20 | 20 | 20 24	jmdict
被膜	51 56	18	18 51 | 51 56 | 56	jmdict
被覆	15 18	40 41	40 41 | 15 18 | 15 18	jmdict
被選挙権	34	36	34 36 | 34 | 34	jmdict
裁き	36	30 34	34 36 | 36 | 30 36	jmdict
裁判	36	34	36 | 34 36 | 36	corpus
裁判所	27	36 44	27 44 | 27 36 | 27	corpus
裁決	36	34	36 | 34 36 | 36	jmdict
裁量	34	30 36	30 34 | 34 36 | 34	jmdict
裂け目	18	17	17 18 | 18 | 18	jmdict
装	42	15 18	15 | 42 | 18 42	corpus
装い	18	30 33	30 | 18 | 18 33	corpus
装束	42	33	33 42 | 42 | 42	jmdict
装甲	45	18 40 42	18 45 | 40 45 | 42 45	jmdict
裏付け	30 34	10	30 34 | 30 34 | 10 30	corpus
裏打ち	15 30	32 41	15 41 | 30 32 | 15 30	jmdict
裏方	24	30	24 | 24 30 | 24	jmdict
裏目	13	30	13 | 13 | 13 30	jmdict
裏返し	15	18	15 | 15 | 18	jmdict
裏通り	17	44	17 | 17 44 | 17	jmdict
裏道	17 47	45	17 47 | 17 45 | 17 47	jmdict
補助	15	30 34 45	30 45 | 15 34 | 15	corpus
補完	15	30 38	15 30 | 15 38 | 15	corpus
補導	35	36	35 | 35 36 | 35	jmdict
補欠	24	34	24 34 | 24 | 24	jmdict
補正	15 30	45	15 30 | 15 30 | 15 45	corpus
補給	15 37	38	15 37 | 37 38 | 15 37	jmdict
補習	32	33 38	33 | 32 38 | 32	jmdict
補聴器	45	56	45 | 45 56 | 45	jmdict
裸足	56	18	18 56 | 56 | 56	jmdict
製	15	11 18	11 18 | 15 | 15	corpus
製油	38	41	38 41 | 38 | 38	jmdict
製油所	38 44	27	38 44 | 27 44 | 38 44	jmdict
製菓	38	43	38 | 38 43 | 38	jmdict
裾	18 56	17 42	17 18 | 18 56 | 18 42 56	corpus
裾野	17 19	50	17 50 | 17 19 | 17 19	jmdict
複合	10 11	15	11 | 10 11 | 10 15	corpus
複式	18	11 30	11 18 | 18 | 30	jmdict
複眼	56	53	53 56 | 56 | 56	jmdict
複線	17 45	30	45 | 17 30 | 17 45	jmdict
複製	15	32 40	15 | 15 32 | 15 40	corpus
複雑	13 19	18	13 18 | 13 19 | 13 19	corpus
複雑さ	19	13	19 | 13 19 | 19	corpus
襖	44	45	44 | 44 | 44 45	jmdict
襲名	33	32	32 33 | 33 | 33	jmdict
襲来	15	12	12 15 | 15 | 15	jmdict
西方	17	26	17 | 17 26 | 17	jmdict
西日	50 52	16	50 | 50 52 | 16 50 52	jmdict
西比利亜	26	52	26 | 26 | 26 52	jmdict
西洋式	11 18	13 33	13 33 | 11 18 | 11 18	jmdict
西瓜	54	43	54 | 43 54 | 54	jmdict
西遊	33	15 32	15 33 | 33 | 32 33	jmdict
西高東低	50	13	13 50 | 50 | 50	jmdict
要	10	13 19	10 | 10 13 | 10 19	corpus
要人	20 24	36	20 24 | 24 36 | 20 24	corpus
要件	10 34	30	10 34 | 10 34 | 10 30	corpus
要因	10 15	14	10 14 | 10 15 | 10 15	corpus
要望	30 34	35	30 35 | 30 34 | 30 34	jmdict
要求	31 34	30	31 34 | 30 34 | 31 34	corpus
要注意	10 13	34	13 | 10 34 | 10 13	corpus
要点	10	19 30	10 30 | 10 | 10 19	corpus
要約	31	10	10 31 | 31 | 31	corpus
要職	24	25 34	24 | 24 | 25 34	jmdict
要覧	31	32	31 32 | 31 | 31	jmdict
覆土	15 47	41	41 | 15 47 | 15 47	jmdict
覇権	36	34	36 | 34 36 | 36	corpus
覇者	20	36	20 36 | 20 | 20	jmdict
見え	13	30	13 | 13 30 | 13	corpus
見え隠れ	12 15	10	12 15 | 10 15 | 12 15	jmdict
見せかけ	10 15	13	10 15 | 10 15 | 10 13	corpus
見せしめ	30 35	10 36	10 36 | 30 35 | 30 35	jmdict
見せ場	16 32	10 17	17 32 | 10 16 | 16 32	jmdict
見どころ	10 30	17	10 17 | 10 30 | 10 30	jmdict
見取り図	32	31 40	32 40 | 31 32 | 32	jmdict
見合わせ	15	30 34 35	15 35 | 15 | 30 34	corpus
見当違い	10 30	13	10 13 | 10 30 | 10 30	jmdict
見栄	30	13 33	13 30 | 30 33 | 30	corpus
見物人	20	35	20 35 | 20 | 20	jmdict
見直	30 36	15	15 | 30 36 | 30 36	corpus
見積もり	30 37	19	30 37 | 19 37 | 30 37	jmdict
見舞い	35	37 40	35 | 35 40 | 35 37	jmdict
見落とし	30	10	30 | 10 30 | 30	corpus
見込み	10 30	13	10 30 | 10 30 | 10 13	corpus
見返し	37	15 35 40	37 | 35 37 | 15 40	jmdict
見送り	15 35	30	15 35 | 15 35 | 15 30	corpus
見通し	10 30	13	30 | 10 13 30 | 10 30	corpus
見開き	40	32	32 | 40 | 40	jmdict
規制	36	34	36 | 34 36 | 36	corpus
規則	34	30 36	30 34 36 | 34 | 34	corpus
規定	10 34	30	10 34 | 30 34 | 10 34	corpus
規律	30 36	34	30 36 | 30 36 | 34 36	corpus
規格	11	18 19	11 | 11 19 | 11 18	corpus
視界	17 56	30	17 56 | 17 56 | 17 30	jmdict
視聴率	19	32	19 | 19 32 | 19	jmdict
視聴者	20	24	20 | 20 24 | 20	jmdict
視聴覚	56	30	56 | 56 | 30	jmdict
視野	30	56	30 56 | 30 | 30	jmdict
覗き見	30 35	15	30 35 | 30 35 | 15 30	corpus
覚書	31	40	31 40 | 31 | 31	corpus
覚醒	15 30	57	15 30 | 15 30 | 15 57	jmdict
覚醒剤	43	40	43 | 40 43 | 43	jmdict
親しみ	30	35	30 | 30 35 | 30	jmdict
親不孝	34	21 33	21 34 | 34 | 33	jmdict
親代わり	20	25	20 | 20 | 20 25	jmdict
親分	20 25	22	20 25 | 22 25 | 20 25	jmdict
親和	13 35	30	35 | 13 35 | 13 30	jmdict
親子	21	20	21 | 20 21 | 21	jmdict
親孝行	33	34	33 | 33 34 | 33	jmdict
親愛	30	35	30 | 30 | 30 35	jmdict
親方	24	25	24 | 24 25 | 24	jmdict
親日	13 33	25	13 | 25 33 | 13 33	jmdict
親玉	22	20 24	22 | 20 24 | 22	jmdict
親譲り	21	33	21 | 21 33 | 21	jmdict
観		30 32 44	30 | 32 | 44	corpus
観光スポット	17	33	17 | 17 33 | 17	jmdict
観光客	20	22	20 | 20 22 | 20	jmdict
観察	30	31	30 | 30 31 | 30	corpus
観測	30	50	30 | 30 | 30 50	corpus
観覧	35	31 33	31 35 | 33 | 35	jmdict
観閲	35	31 36	35 | 35 | 31 35 36	jmdict
観音	20 33	53	20 53 | 33 | 20 33	jmdict
角	18 56	19	18 19 | 18 56 | 18 56	corpus
角度	17 19 30	13	17 30 | 17 19 30 | 13 17 19	corpus
角界	26 38	27 33	26 38 | 27 33 | 26 38	jmdict
解	15	30	15 | 30 | 15	corpus
解党	15 27	36	15 36 | 15 27 | 15 27	jmdict
解剖	32	56	32 | 32 | 32 56	jmdict
解剖学	32	53 56	32 56 | 32 | 32 53	jmdict
解放	15	34	15 | 15 | 15 34	corpus
解明	30	15 31	15 30 | 30 | 30 31	jmdict
解析	30	31	30 | 30 | 30 31	corpus
解決	10 15	30	15 30 | 10 15 | 10 15	corpus
解熱	15	57	15 | 15 57 | 15	jmdict
解熱剤	45	40 43	45 | 40 43 | 45	jmdict
解禁	15	36	15 | 15 | 15 36	jmdict
解職	36	15	15 36 | 36 | 36	jmdict
解脱	30 57	33	30 57 | 30 57 | 30 33	jmdict
解雇	15	34 36 38	15 36 | 15 34 | 15 38	jmdict
触	15 35	31	31 35 | 15 35 | 15 35	corpus
触手	56	55	55 56 | 56 | 56	jmdict
言いがかり	31	10	31 | 10 31 | 31	jmdict
言いなり	35	20 25	25 | 20 35 | 35	jmdict
言い争い	35	31	31 35 | 35 | 35	jmdict
言い逃れ	30 31	35	31 35 | 30 31 | 30 31	jmdict
言下	16	31	16 | 31 | 16	jmdict
言外	31	30	31 | 31 | 30 31	jmdict
言行	31	30	31 | 31 | 30 31	jmdict
言質	31	34	31 34 | 31 | 31	jmdict
訂正	15	30 31	15 30 | 15 31 | 15	corpus
計	19	31	19 | 19 31 | 19	corpus
計上	37	31	37 | 31 37 | 37	corpus
計測		15 19 30	15 | 19 | 30	corpus
計算書	31	37 40	31 37 | 31 | 31 40	jmdict
計量	19	30	19 | 19 30 | 19	jmdict
討議	31	35	31 | 31 35 | 31	jmdict
訓告	34 36	31	34 36 | 34 | 31 36	jmdict
訓戒	30 35	31 34	30 35 | 34 35 | 30 31	jmdict
記帳	31	37	31 | 31 | 31 37	jmdict
記念日	16	33	16 33 | 16 | 16	jmdict
記念碑	44	40	44 | 40 44 | 44	jmdict
記述子	31 40	45	31 40 | 40 45 | 31 40	corpus
訪れ	15	16 35	15 35 | 15 | 16	jmdict
訪中	15 35	26	15 35 | 15 26 | 15 35	jmdict
訪問	35	15	35 | 35 | 15 35	corpus
訪問者	20	22	20 | 20 | 20 22	corpus
訪日	15 35	17	15 35 | 15 17 | 15 35	jmdict
訪欧	15	26	15 26 | 15 | 15	jmdict
訪米	15 26	35	15 26 | 15 35 | 15 26	jmdict
設け	30	15 34	15 | 30 34 | 30	corpus
設問	31	10	10 31 | 31 | 31	jmdict
設立	15	27	15 | 15 27 | 15	corpus
設置	15	17	15 17 | 15 | 15	corpus
許	34	35	34 | 34 35 | 34	corpus
許し	34	30	34 | 30 34 | 34	corpus
許容	30 34	13	13 | 30 34 | 30 34	corpus
訳	10 30	31	31 | 10 30 | 10 30	corpus
訳書	32	31	32 | 32 | 31 32	jmdict
訳者	24	31	24 31 | 24 | 24	corpus
訳詩	32	31	32 | 31 32 | 32	jmdict
訴	34 36	35	34 36 | 34 35 | 34 36	corpus
診察	35	30	35 | 35 | 30 35	jmdict
証	34	31	34 | 34 | 31 34	corpus
証し	31	10 34	31 34 | 31 | 10 31	corpus
証人	24	20 34	24 | 24 | 20 34	jmdict
証印	40	31	40 | 40 | 31 40	jmdict
証拠	10 30	31	10 30 | 10 31 | 10 30	corpus
証明	31 34	30	31 34 | 31 34 | 30 31	corpus
証跡	31	10 40	31 | 10 31 | 31 40	corpus
詐取	37	15	15 37 | 37 | 37	corpus
詐欺	37	10 34 36	37 | 34 37 | 10 36	corpus
詐称	31	34 35	31 35 | 31 | 31 34	corpus
評伝	32	33	32 33 | 32 | 32	jmdict
評判	10 13	33	13 33 | 10 13 | 10 13	corpus
評論家	24	32	24 | 24 | 24 32	jmdict
評議	31 35	30	30 35 | 31 35 | 31	corpus
試	30	15	30 | 15 30 | 30	corpus
試み	30	15	30 | 30 | 15 30	corpus
試作	32 40	15	32 40 | 32 40 | 15 32	corpus
試料	41	40	41 | 40 41 | 41	jmdict
試案	10 30	31	10 30 | 10 30 | 30 31	jmdict
試用	37	15 30	15 37 | 37 | 30 37	jmdict
試着	42	35	42 | 35 | 42	jmdict
試練	10 30	14	10 14 | 10 30 | 10 30	jmdict
試金石	30	10	30 | 30 | 10 30	jmdict
試食	43	35	43 | 35 | 43	jmdict
試飲	35 43	31	35 | 31 43 | 35 43	jmdict
試験場	17 44	27 47	17 27 44 | 44 47 | 17 44	jmdict
詩情	30	32	30 | 30 | 30 32	jmdict
詩文	32	31	32 | 32 | 31 32	jmdict
詩碑	32 44	40	32 44 | 40 44 | 32 44	jmdict
詫び	35	30	35 | 30 35 | 35	jmdict
詰まり	10 15	13	10 15 | 10 13 | 10 15	corpus
詰み	10	13 15	10 | 10 13 | 10 15	jmdict
詰め合わせ	40	19	40 | 19 40 | 40	jmdict
詰め所	44	27	27 44 | 44 | 44	jmdict
詰将棋	32	33	32 | 32 | 32 33	jmdict
話者	20 24	31	20 31 | 20 24 | 24	corpus
詳解	31	32	31 | 31 | 31 32	corpus
詳説	31	32	31 | 31 | 31 32	corpus
誇	30	13	13 | 30 | 30	corpus
誇張	31	30	31 | 31 | 30 31	corpus
誇示	31	35	31 | 31 35 | 31	jmdict
誌面	31	32 40	31 | 31 32 | 31 40	jmdict
認め印	45	40	45 | 45 | 40 45	jmdict
誓い	30 34	31	30 34 | 31 34 | 30 34	jmdict
誓約	31 34	35	31 34 | 34 35 | 31 34	jmdict
誕生	15 57	12	15 57 | 15 57 | 12 57	jmdict
誕生日	16	57	16 | 16 | 16 57	jmdict
誘	15	35	35 | 15 | 15	corpus
誘因	10 15	30	10 30 | 10 15 | 15	corpus
誘引	15	35	15 | 15 35 | 15	jmdict
誘拐	15	36	15 | 15 | 15 36	corpus
誘爆	15	50	15 | 15 | 15 50	jmdict
誘致	15 38	35	15 38 | 35 38 | 15 38	jmdict
語り手	24 31	20	24 31 | 20 31 | 24	jmdict
語り物	32	33	32 | 32 | 32 33	jmdict
語学	31 33	32	31 32 | 31 33 | 31 33	jmdict
語学力	30	14 31 33	14 31 | 30 | 30 33	jmdict
語感	30	31	30 | 30 31 | 30	jmdict
誠	30	13	30 | 30 | 13 30	jmdict
誠実	13	30	30 | 13 | 13	jmdict
誤り	10	13	10 13 | 10 | 10	corpus
誤判	10 36	30	10 | 30 36 | 10 36	corpus
誤報	31	10	10 31 | 31 | 31	corpus
誤植	31	32	31 | 31 32 | 31	jmdict
