word	kept	dropped	passes	tier
芸術院	27	32	27 | 27 32 | 27	jmdict
若さ		13 16 57	16 | 57 | 13	jmdict
若宮	20 44	21 33	21 | 20 44 | 20 33 44	jmdict
若菜	54	43	54 | 43 54 | 54	jmdict
苦労	13	30	13 | 13 | 30	jmdict
苦労人	20	24	20 | 20 | 24	jmdict
苦味	13	30	13 | 13 | 30	jmdict
苦手	30	13	30 | 30 | 13	corpus
苦闘	15	14	15 | 15 | 14	jmdict
英	26	31	26 | 26 | 26 31	corpus
英俊	20	24	24 | 20 | 20	jmdict
英数字	31	18	31 | 31 | 18	jmdict
英文	31	32	31 32 | 31 | 31	jmdict
英明	13	30	13 | 13 | 30	jmdict
英霊		12 20 57	20 | 12 | 57	jmdict
茗荷	54	43	54 | 43 54 | 54	jmdict
茜	41 54	13	13 41 54 | 41 54 | 54	jmdict
茶の間	44	17	44 | 44 | 17 44	jmdict
茶会	35	33	33 35 | 35 | 35	jmdict
茶屋	44	38	38 | 44 | 44	jmdict
茶店	44	38	44 | 38 | 44	jmdict
茶碗	45	40	45 | 40 | 45	jmdict
草分け	24	15	15 24 | 24 | 24	jmdict
草取り	15	47	15 47 | 15 | 15	jmdict
草書	32	18	32 | 32 | 18	jmdict
草食		15 43 55	43 | 15 | 55	jmdict
荒れ	13	50	13 50 | 13 | 13	jmdict
荒削り	13	18	13 | 13 | 13 18	jmdict
荒唐無稽	13	10	13 | 10 | 13	jmdict
荒天	50	13	13 50 | 50 | 50	jmdict
荒廃	13	15	13 | 13 15 | 13	jmdict
荒波	50	13	50 | 13 50 | 50	jmdict
菓子屋	38	44	38 | 38 44 | 38	jmdict
菩提寺	44	33	33 44 | 44 | 44	jmdict
菩薩	20	33	20 | 33 | 20	jmdict
華盛頓	26	20	26 | 26 | 20	jmdict
落ちこぼれ	20	24	20 | 24 | 20	jmdict
落ち度	13	10	13 | 10 | 13	jmdict
落ち着き	30	13	13 30 | 30 | 30	jmdict
落とし穴	13	17 30 40	13 | 17 30 | 13 40	corpus
落日	52	50	52 | 50 52 | 52	jmdict
落盤	15	50	50 | 15 | 15	jmdict
落石	50	51	50 51 | 50 | 50	jmdict
落第	15	13 33	15 33 | 15 | 13	jmdict
落語家	24	32	24 | 24 | 24 32	jmdict
落選	10	15 36	15 36 | 10 | 10	jmdict
葉巻	40	43	40 | 43 | 40	jmdict
葉書	40	31	40 | 31 40 | 40	jmdict
著書	32	40	32 | 32 40 | 32	jmdict
著者	24	32	24 | 24 32 | 24	corpus
蒸し		15 30 43	15 | 43 | 30	jmdict
蓮華	54	40 45	54 | 45 54 | 40 54	jmdict
蔵相	24 25	36	24 36 | 24 25 | 25	jmdict
蕎麦屋	38	44	38 44 | 38 | 38	jmdict
蕨	54	43	43 54 | 54 | 54	jmdict
薄	19	13 54	54 | 19 | 13 19	jmdict
薄切り	15	19	15 19 | 15 | 15	jmdict
薄弱	14	13	14 | 13 | 14	jmdict
薄手		18 19 42	42 | 19 | 18	jmdict
薄皮	56	51	56 | 51 56 | 56	jmdict
薬	40	51	40 | 40 51 | 40	corpus
薬剤	40 51	41	41 51 | 40 | 40 51	jmdict
薬効	14	13	14 | 14 | 13	jmdict
薬品	41	40 51	41 51 | 41 | 40 41	corpus
薬害	10	13 56	13 | 10 56 | 10	jmdict
薬局	38 44	27	38 44 | 38 | 27 44	corpus
薬師如来	33	20	33 | 33 | 20	jmdict
薬理		10 30 57	30 | 10 | 57	jmdict
藍綬褒章	33	40	33 | 33 | 40	jmdict
虐待	35	15	15 | 35 | 35	jmdict
虚	10	13	10 13 | 10 | 10	corpus
虚々実々	30	10	30 | 10 30 | 30	jmdict
虚弱	13	56	13 | 13 | 56	jmdict
虚無	13	12 30	12 30 | 13 | 13	jmdict
虚礼	35	33	35 | 33 35 | 35	jmdict
虚空	17	52	17 | 17 52 | 17	jmdict
虚脱	13	14 56	13 14 | 13 56 | 13	jmdict
虜		20 22 24	20 | 24 | 22	jmdict
虫垂炎	57	56	57 | 57 | 56	jmdict
蛇の目	18	40 56	18 40 | 18 56 | 18	jmdict
蛮勇	30	14	30 | 30 | 14	jmdict
蛮行	10	15	10 | 15 | 10	jmdict
蛸	55	43	55 | 43 55 | 55	jmdict
蜂起	36	15	15 | 36 | 36	jmdict
融雪	15	50	15 | 15 | 15 50	jmdict
血	56	51	56 | 56 | 51 56	corpus
血液型	18 56	11	11 56 | 18 | 18 56	jmdict
血液検査	56	15	56 | 15 | 56	corpus
血清	51	56	51 | 51 56 | 51	jmdict
血痕	51	56	56 | 51 | 51	jmdict
血行	56	15	56 | 56 | 15 56	jmdict
衆目	22	20 30	22 | 22 30 | 20	jmdict
行	15 18	17 27 30	17 | 15 18 27 30 | 15 18	corpus
行き過ぎ	19	15	15 19 | 19 | 19	jmdict
行使	34	15	34 | 34 | 15 34	corpus
行列	17 18	19	17 18 | 17 18 19 | 17 18	corpus
行列演算	30	15	15 | 30 | 30	corpus
行商	38	37	38 | 37 38 | 38	jmdict
行政法	36	34	36 | 36 | 34	corpus
行方不明	13	17	13 17 | 13 | 13	jmdict
行書	32	18	18 32 | 32 | 32	jmdict
行程	15 16	17	15 16 17 | 15 16 | 15	jmdict
行間	17	30 31	17 30 | 17 31 | 17	jmdict
術中	30	16	16 30 | 30 | 30	jmdict
街づくり	47	26	26 | 47 | 47	jmdict
街宣車	45	36	36 45 | 45 | 45	jmdict
衛生	33	13	13 | 33 | 33	corpus
衝	52	15	15 | 52 | 52	corpus
衣替え	15 42	33	15 33 | 15 42 | 15 42	jmdict
衣食	42 43	33	33 42 43 | 42 43 | 42 43	jmdict
衣食住	33	42 43 44	33 42 43 44 | 33 | 33	jmdict
表	17 18 40	31	17 18 | 17 31 40 | 18 40	corpus
表向き	13	18	13 | 18 | 13	corpus
表層	17	18	18 | 17 | 17	corpus
表情	18	30 56	18 | 18 | 30 56	corpus
表皮	56	54	56 | 54 56 | 56	jmdict
表看板	40	13	40 | 13 40 | 40	jmdict
表示	31	18	31 | 18 31 | 31	corpus
表装	15	32 40	15 | 32 | 15 40	jmdict
表計算	45	30	30 45 | 45 | 45	jmdict
表象	30	18	18 | 30 | 30	jmdict
表面	18	17	18 | 18 | 17	corpus
表面化	15	12	12 15 | 15 | 15	corpus
衰え	15	14	14 | 15 | 15	corpus
衰弱	15	14	15 | 15 | 14 15	jmdict
袖	42	56	42 56 | 42 | 42	jmdict
被	42	40	42 | 40 | 42	corpus
被写体	32	10 40	32 | 32 | 10 40	jmdict
被告	24	22	24 | 24 | 22	corpus
被災	50	10 13 15	10 50 | 15 50 | 13	jmdict
被爆	15	50	15 | 15 50 | 15	jmdict
被疑者	20	24	20 | 24 | 20	jmdict
被覆	15	41	15 41 | 15 | 15	jmdict
裁き	36	34	36 | 34 | 36	jmdict
裁判所命令	36	27 34	34 36 | 27 36 | 36	corpus
裁定	36	30 35	36 | 35 36 | 30	jmdict
裂け目	18	17	17 18 | 18 | 18	jmdict
装丁	32	40	32 40 | 32 | 32	jmdict
装備	40	45	40 | 40 45 | 40	jmdict
装具	40	45	40 | 40 | 45	jmdict
装身具	40	42	40 | 40 42 | 40	jmdict
裏付け	10	30	10 | 10 30 | 10	corpus
裏切り者	24	22	24 | 24 | 22	jmdict
裏打ち	10	41	10 41 | 10 | 10	jmdict
裏書	31 37	34	31 37 | 31 37 | 34	jmdict
裏番組	32	16	32 | 32 | 16 32	jmdict
裏表	18	30	18 | 18 30 | 18	jmdict
裏話	31	33	31 | 31 | 33	jmdict
裏面	17	18	18 | 17 | 17	jmdict
補	24	15	24 | 15 | 24	corpus
補佐	35	30	30 | 35 | 35	jmdict
補償	37	34	37 | 37 | 34 37	corpus
補助		14 30 35	35 | 30 | 14	corpus
補填	37	15	37 | 37 | 15 37	jmdict
補導	15	35	15 | 35 | 15	jmdict
裸		13 18 42 56	13 | 18 | 42 56	corpus
裸体	56	18	18 56 | 56 | 56	jmdict
裸足	56	42	56 | 56 | 42	jmdict
製	40	38	40 | 38 | 40	corpus
製作	15 32	38	15 32 | 32 38 | 15 32	jmdict
製品ライン	11 40	38	40 | 11 38 | 11 40	corpus
製本	32	38	38 | 32 | 32	jmdict
製材	38	15 41	38 | 38 | 15 41	jmdict
製油	38	15	15 38 | 38 | 38	jmdict
製油所	38	44	38 | 38 44 | 38	jmdict
製版	32	38	32 | 32 | 38	jmdict
製鉄所	38	44	38 | 38 | 38 44	jmdict
裾野	17	19 47 50	17 | 17 50 | 19 47	jmdict
複線	18	17	17 | 18 | 18	jmdict
複雑さ	19	13	13 19 | 19 | 19	corpus
複雑性	19	13	19 | 19 | 13	corpus
襖	44	40	44 | 44 | 40 44	jmdict
西日	50	52	50 | 50 | 50 52	jmdict
西洋	26	33	26 | 26 | 26 33	jmdict
西洋人	23	20	20 23 | 23 | 23	jmdict
西瓜	43	54	43 | 43 54 | 43	jmdict
西部	17	26	17 | 17 26 | 17	corpus
要	13	10	13 | 10 | 13	corpus
要人	20	24	24 | 20 | 20	corpus
要件	10	34	10 | 10 34 | 10	corpus
要旨	10	32	10 | 32 | 10	corpus
要求		31 34 35	31 | 34 | 35	corpus
要点	30	10	30 | 10 | 30	corpus
要素	11	10	10 | 11 | 11	corpus
要綱	30	10	30 | 10 | 30	jmdict
要職	25	13	25 | 25 | 13	jmdict
要覧	32	31	31 32 | 32 | 32	jmdict
要請	31	35	31 | 31 | 35	corpus
要領	30	10	30 | 30 | 10 30	jmdict
覆土	41	15 47	15 41 | 47 | 41	jmdict
覇気	14	30	14 | 14 30 | 14	jmdict
覇者	24	36	24 36 | 24 | 24	jmdict
見え隠れ	12	15	12 15 | 12 | 12	jmdict
見せかけ	18	13	13 | 18 | 18	corpus
見せしめ	36	34	34 | 36 | 36	jmdict
見せ掛け	18	10 13	13 18 | 10 18 | 18	jmdict
見出	32	31	31 32 | 32 | 32	corpus
見出し	31	32	32 | 31 | 31	corpus
見切り	15	30 37	15 37 | 15 | 30	jmdict
見取り図	18	17	17 18 | 18 | 18	jmdict
見合わせ	15	35	15 | 15 | 15 35	corpus
見学	33	35	33 | 35 | 33	jmdict
見当違い	13	17 30	30 | 13 | 13 17	jmdict
見物	33	20 32	20 32 | 33 | 33	jmdict
見物人	24	22	22 | 24 | 24	jmdict
見直	15	30	15 | 15 30 | 15	corpus
見積	37	19 30	30 37 | 37 | 19	corpus
見積もり	19 30	37	30 37 | 19 | 19 30	jmdict
見聞き	30	31	30 | 31 | 30	jmdict
見落し	30	10	30 | 10 | 30	jmdict
見逃し	30	10	30 | 30 | 10	corpus
見通	13	17	13 | 13 | 13 17	corpus
見通し	13	17	13 | 13 | 13 17	corpus
規制	36	34	36 | 36 | 34	corpus
規格	18	11	11 | 18 | 18	corpus
視察	15	30	15 | 30 | 15	jmdict
視線	56	17	17 56 | 56 | 56	jmdict
視聴		30 32 56	56 | 30 | 32	jmdict
視聴者	22	24	22 | 22 | 24	jmdict
視角	30	17 19	19 | 30 | 17 30	jmdict
覚醒剤	51	40	51 | 40 51 | 51	jmdict
親不孝	34	21	34 | 34 | 21	jmdict
親代わり	21	20 24	20 21 | 21 | 21 24	jmdict
親分	24	25	24 | 25 | 24	jmdict
親和	35	30	35 | 35 | 30	jmdict
親孝行	21	33 34	21 34 | 21 | 33	jmdict
親密	13	35	13 | 13 | 35	jmdict
親日	30	13	30 | 13 | 30	jmdict
親権	34	21	21 34 | 34 | 34	jmdict
親身	30	13	30 | 30 | 13 30	jmdict
親鳥	55	21	21 55 | 55 | 55	jmdict
観光客	24	20	24 | 24 | 20	jmdict
観戦	33	30	30 | 33 | 33	jmdict
観覧	32	33	32 | 32 | 33	jmdict
観閲	35	15 36	35 36 | 35 | 15	jmdict
角	17 18 56	55	17 18 56 | 17 18 56 | 17 18 55	corpus
角地	47	17	17 47 | 47 | 47	jmdict
角界	26	33	26 | 26 33 | 26	jmdict
解	30	10	30 | 10 30 | 30	corpus
解任	15	25 36	15 36 | 15 25 | 15	jmdict
解剖学		30 33 56	30 | 56 | 33	jmdict
解熱	15	56	15 | 15 | 15 56	jmdict
解答	10	30	10 | 10 | 10 30	corpus
解職	15	36	15 36 | 15 | 15	jmdict
触	31	35	35 | 31 | 31	corpus
触れ	31	15	31 | 31 | 15 31	corpus
触れ込み	31	10	10 31 | 31 | 31	jmdict
触媒	41	51	41 | 51 | 41	jmdict
触発	15	30	15 30 | 15 | 15	jmdict
言いなり	35	36	35 | 35 | 36	jmdict
言い争い	35	31	35 | 31 35 | 35	jmdict
言い渡し	31	36	31 36 | 31 | 31	jmdict
言い訳	30	31	30 | 30 | 30 31	jmdict
言明	31	10	31 | 10 31 | 31	jmdict
言行	31	15	15 31 | 31 | 31	jmdict
計上	37	38	37 | 38 | 37	corpus
計算	30	19	19 30 | 30 | 30	corpus
討論	31	35	31 35 | 31 | 31	corpus
討議	31	30	30 31 | 31 | 31	jmdict
訓令	36	31	36 | 31 36 | 36	jmdict
訓告		31 34 35	35 | 34 | 31	jmdict
記	31	32	31 | 32 | 31	corpus
記号	18	31	31 | 18 | 18	jmdict
記帳	31	38	31 | 31 | 38	jmdict
記念	33	30	33 | 30 33 | 33	jmdict
記念日	16	33	16 33 | 16 | 16	jmdict
記念碑	44	33	44 | 44 | 33 44	jmdict
記述子	31	40	31 40 | 31 | 31	corpus
記録	31	19 32 40	31 40 | 19 32 | 31	corpus
訪れ	15	35	15 | 15 35 | 15	jmdict
訪問者	22	24	22 | 22 | 24	corpus
設定		13 15 30	13 | 15 | 30	corpus
許し	34	30	34 | 30 34 | 34	corpus
訳	10 31	30	10 31 | 10 31 | 30 31	corpus
訳書	32	40	32 40 | 32 | 32	jmdict
訴	31	34	31 | 31 34 | 31	corpus
訴状	31	40	31 | 31 | 31 40	corpus
診察	15	35	15 | 35 | 15	jmdict
診療	15	38	15 | 38 | 15	corpus
証文	31	40	31 40 | 31 | 31	jmdict
証明	10	31	10 | 10 31 | 10	corpus
証書	40	31	31 40 | 40 | 40	jmdict
証状	40	31	31 40 | 40 | 40	corpus
詔書	31 36	33	31 36 | 31 33 | 31 36	jmdict
評定	13	30	30 | 13 | 13	jmdict
試し	30	15	30 | 30 | 15 30	corpus
試み	15	30	15 | 30 | 15	corpus
試作	38	40	38 | 38 | 38 40	corpus
試合	10	33	33 | 10 | 10	corpus
試掘	15 38	47	38 | 15 38 | 15 47	jmdict
試金石	30	10 41 45	10 41 | 30 45 | 30	jmdict
試食	43	15	43 | 15 43 | 43	jmdict
試飲	15	43	43 | 15 | 15	jmdict
詩人	24	32	24 32 | 24 | 24	jmdict
詩碑	40	32	32 40 | 40 | 40	jmdict
詩集	32	40	32 | 32 40 | 32	jmdict
詭弁	31	30	30 | 31 | 31	jmdict
詰	15	19	19 | 15 | 15	corpus
詰め	15	30 40	15 | 15 | 15 30 40	corpus
詰め合わせ	40	11	11 | 40 | 40	jmdict
詰め所	44	17	17 | 44 | 44	jmdict
詰将棋	33	30 32	32 | 33 | 30 33	jmdict
話	10 31	32	10 31 | 10 31 32 | 10 31	corpus
話し声	31 56	50	31 56 | 50 56 | 31	jmdict
話者	20	24	20 | 24 | 20	corpus
詳細	10	13	10 | 13 | 10	corpus
誇	30	13	30 | 30 | 13	corpus
誇張	31	19	31 | 31 | 19	corpus
誌面	17	32 40	40 | 17 32 | 17	jmdict
認め	10	30	10 | 30 | 10	corpus
認否	10	31	10 | 10 31 | 10	corpus
認容	30	34	30 | 30 | 34	jmdict
認証	30	10	30 | 30 | 10	corpus
誓約書	34 40	31	31 40 | 34 40 | 34 40	jmdict
誕生	57	15	57 | 57 | 15 57	jmdict
誘	35	30	35 | 35 | 30	corpus
誘い水	30	51	30 51 | 30 | 30	jmdict
誘因	10	30	10 | 30 | 10	corpus
誘引	15	30 35	15 | 30 35 | 15	jmdict
誘致	15	35	35 | 15 | 15	jmdict
語り口	31	18	31 | 18 31 | 31	jmdict
語り草	31	33	31 | 31 | 31 33	jmdict
語尾	31	18	18 31 | 31 | 31	jmdict
語源	31	33	31 | 31 | 31 33	jmdict
語録	32	31	32 | 32 | 31 32	jmdict
誠	30	10 13	13 30 | 10 30 | 30	jmdict
誤判	30	10 36	10 30 | 30 | 36	corpus
誤報	10	31	10 | 10 31 | 10	corpus
誤植	32	10 31	10 32 | 32 | 31	jmdict
誤用	15	31	15 | 15 31 | 15	corpus
誤記	31	10	31 | 31 | 10	corpus
誤診	10	30	30 | 10 | 10	jmdict
説	30	10	30 | 10 | 30	corpus
説得	35	31	35 | 35 | 31	corpus
説法	31	33	31 33 | 31 | 31	jmdict
読み方	31	30	30 31 | 31 | 31	jmdict
読み物	32	40	32 | 32 40 | 32	corpus
読者	24	22	24 | 22 | 24	corpus
課外	33	16	16 | 33 | 33	jmdict
課題	10	30	10 | 10 30 | 10	corpus
調べ	30	32	30 | 30 | 30 32	corpus
調剤	15	38	15 38 | 15 | 15	jmdict
調印	35	31	31 | 35 | 35	jmdict
調味	15	43	43 | 15 | 15	jmdict
調子	13	32	13 32 | 13 | 13	jmdict
調査報告	31 32	40	31 32 | 31 32 | 31 40	corpus
調理	43	15 33	33 43 | 15 | 43	jmdict
談合	35	36 37	35 | 35 36 | 35 37	jmdict
談笑	35	31	31 35 | 35 | 35	jmdict
談義	31	35	31 | 31 | 31 35	jmdict
談話	31	35	31 | 31 | 31 35	jmdict
談論	31	30	31 | 31 | 30 31	jmdict
請求書	37	40	37 | 37 40 | 37	corpus
請託	35	31	31 | 35 | 35	jmdict
論争	31	35	31 35 | 31 | 31	corpus
論功行賞	37	35	35 | 37 | 37	jmdict
論拠	10	30	10 | 10 | 30	corpus
論文	32	31	32 | 31 32 | 32	corpus
論結	30	10	30 | 10 | 30	corpus
論考	32	31	32 | 32 | 31 32	corpus
論評	31	32	31 | 31 | 32	corpus
諜報	30	36	30 | 30 | 36	corpus
諸	19	11	19 | 19 | 11	corpus
諸刃	45	18	18 45 | 45 | 45	jmdict
諸君	22	20	22 | 22 | 20	jmdict
諸島		17 26 50	17 | 26 | 50	jmdict
諾		10 30 35	30 | 10 | 35	corpus
諾否	10	35	10 | 10 | 35	jmdict
謀略	30	36	30 36 | 30 | 30	jmdict
謄本	40	31	40 | 40 | 31 40	jmdict
謙虚	13	30	13 | 30 | 13	jmdict
講	31	27	31 | 31 | 27 31	corpus
講和	36	35	36 | 36 | 35	jmdict
講習	33	30	33 | 30 | 33	jmdict
謝恩会	35	33	35 | 33 35 | 35	jmdict
謹慎	34	30	30 | 34 | 34	jmdict
警備	15	35	15 | 35 | 15	corpus
警句	31	30	31 | 31 | 30 31	jmdict
警笛	45	50	45 | 45 50 | 45	jmdict
警護	35	15	15 | 35 | 35	jmdict
警鐘	10	46	10 | 10 | 10 46	corpus
議事録	31	32	32 | 31 | 31	corpus
議定書	31	33 34	31 | 31 34 | 31 33	jmdict
議案	10 36	31	31 | 10 36 | 10 36	jmdict
議長	24	27	24 | 24 27 | 24	jmdict
議題	10	31	31 | 10 | 10	corpus
護	15	34	34 | 15 | 15	corpus
護岸	44	47	44 47 | 44 | 44	jmdict
護衛	24 35	15	15 24 | 24 35 | 35	jmdict
谷	17	50	17 | 50 | 17	jmdict
豆知識	30	10	30 | 30 | 10	jmdict
豊年	16	13	13 16 | 16 | 16	jmdict
豊満	18	13	18 | 18 | 13	jmdict
豊漁		13 19 50	19 | 50 | 13	jmdict
豚	55	43	43 55 | 55 | 55	jmdict
象牙	41 56	51	41 56 | 41 51 | 41 56	jmdict
豪傑	20	24	20 | 24 | 20	jmdict
豪華版		11 18 40	18 | 11 | 40	jmdict
負	19	13	19 | 13 | 19	corpus
負け	13	15	13 | 15 | 13	jmdict
負荷	14	19	14 | 14 19 | 14	corpus
負託	34	35	35 | 34 | 34	jmdict
財	37	40	37 | 37 | 37 40	corpus
財務	37	38	37 | 37 | 38	corpus
財務相	25	24	24 25 | 25 | 25	corpus
財務省	27	36	27 36 | 27 | 27	corpus
財政	37	36	37 | 36 37 | 37	jmdict
財閥	27	38	27 38 | 27 | 27	jmdict
貢献	15	35	15 | 15 | 35	corpus
貧富	13 19	37	13 19 | 13 19 | 13 37	jmdict
貧相	13	18	13 | 18 | 13	jmdict
販促	38	37	38 | 38 | 37 38	jmdict
販路	38	17 37	37 38 | 17 38 | 38	jmdict
責め	30	35	30 35 | 30 | 30	jmdict
責任感	30	34	30 | 30 34 | 30	jmdict
責任転嫁	34	30	34 | 34 | 30	jmdict
貴人	25	20	25 | 20 25 | 25	jmdict
貴公子	20	25	20 | 20 | 25	jmdict
買い主	22	24	24 | 22 | 22	jmdict
買い得	37	13	37 | 37 | 13 37	jmdict
買い手	24	22 37	22 | 24 | 24 37	jmdict
買収	37	36	36 37 | 37 | 37	corpus
貸し	37	35	35 37 | 37 | 37	corpus
貸し手	24	37	24 37 | 24 | 24	jmdict
費消	37	15	15 37 | 37 | 37	jmdict
費目	37	11	37 | 11 | 37	jmdict
貿易	38	37	37 38 | 38 | 38	jmdict
賃上げ	37	15	15 37 | 37 | 37	jmdict
賃下げ	37	15	15 37 | 37 | 37	jmdict
賃貸	37	44	37 | 37 44 | 37	jmdict
賃貸借	37	34	37 | 34 37 | 37	jmdict
資料	40	31	31 40 | 40 | 40	corpus
資本主義	36	38	38 | 36 | 36	jmdict
資本財	40	38	38 40 | 40 | 40	jmdict
賛	30	13	13 | 30 | 30	corpus
賛同	30	35	30 | 35 | 30	jmdict
賛辞	31	35	31 | 31 | 35	jmdict
賞	37	40	40 | 37 | 37	corpus
賞味	43	30	43 | 43 | 30	jmdict
賞罰	36	35	36 | 36 | 35 36	jmdict
賞賛	35	30 31	30 | 35 | 31 35	jmdict
賠償	37	34	37 | 34 37 | 37	corpus
質	13 37	51	13 | 13 37 51 | 13 37	corpus
質屋	38	27	38 | 27 38 | 38	jmdict
質感	18	13	13 18 | 18 | 18	jmdict
購買力	14	37	14 | 14 | 14 37	jmdict
贈収賄	37	36	37 | 37 | 36	jmdict
贋作	32	40	32 | 32 | 32 40	jmdict
贔屓	35	30	35 | 35 | 30	jmdict
赤信号	46	45	45 | 46 | 46	jmdict
赤毛	56	20	56 | 56 | 20 56	jmdict
赤身	43	56	43 | 43 56 | 43	jmdict
赤道	17	52	17 | 17 | 17 52	jmdict
赦免	34	36	34 | 34 | 34 36	jmdict
走り幅跳び	33	15	15 | 33 | 33	jmdict
走法	30	15 18	30 | 18 30 | 15 30	jmdict
赴任	15	38	15 38 | 15 | 15	jmdict
起こり	15	12	12 | 15 | 15	corpus
起伏	18	13	18 | 13 18 | 18	jmdict
起因	10	15	10 | 15 | 10	corpus
起業	38	15	38 | 38 | 15 38	jmdict
起死回生	15	13	13 | 15 | 15	jmdict
起源	15	16	15 | 16 | 15	corpus
起算	16	15 30	16 30 | 16 | 15	jmdict
起訴	34	36	34 | 36 | 34	corpus
超特急	45	15	15 45 | 45 | 45	jmdict
超絶	19	13	13 19 | 19 | 19	jmdict
超自然	50	13	50 | 50 | 13 50	jmdict
超越	15	30	15 | 15 30 | 15	jmdict
超音速	19	14	14 | 19 | 19	jmdict
越歴	16	33	16 | 16 | 33	jmdict
趣	13	30	30 | 13 | 13	corpus
趣味	30	33	30 | 30 | 30 33	jmdict
趣意書	31 40	32	31 40 | 31 40 | 31 32	jmdict
足	56	30	56 | 56 | 30 56	corpus
足し	19	15	19 | 15 | 19	corpus
足し算	19	30	19 | 19 | 30	jmdict
足ずり	15	56	15 | 15 56 | 15	jmdict
足並み	35	15	35 | 15 35 | 35	corpus
足取り	15	56	15 56 | 15 | 15	jmdict
足場	17 45	44	17 44 | 17 45 | 17 45	corpus
足踏み	15	56	15 | 15 | 15 56	jmdict
跡目	21	25	25 | 21 | 21	jmdict
路線	17	30	17 | 17 30 | 17	jmdict
路線図	40	17	40 | 40 | 17 40	jmdict
跳ね	15	19	15 | 15 | 15 19	jmdict
跳ね上がり	15	19	15 | 15 | 15 19	jmdict
踏み絵	40	10 30 33	30 40 | 40 | 10 33 40	jmdict
踏切	17	15 44	15 17 | 17 | 17 44	jmdict
身上	13 20	37	13 20 | 13 20 37 | 13	jmdict
身代わり		20 22 24	20 | 22 | 24	jmdict
身代金要求	37	34	34 37 | 37 | 37	jmdict
身分証明	10	40	10 | 10 | 10 40	corpus
身動き	15	56	15 | 15 | 15 56	jmdict
身勝手	13	30	30 | 13 | 13	jmdict
身投げ	57	15	15 57 | 57 | 57	jmdict
身支度	42	15 30	15 42 | 30 | 42	jmdict
身近	17	13 22	17 | 17 22 | 13	jmdict
身重	56	13 57	57 | 13 56 | 56	jmdict
身震い	56	15	56 | 56 | 15 56	jmdict
躾	33	30	33 | 33 | 30	jmdict
車体	45	40	45 | 45 | 40	jmdict
車窓	44	45	45 | 44 | 44	jmdict
車載	45	15	45 | 45 | 15	corpus
軍事行動	15	36	36 | 15 | 15	corpus
軍備	40	36	40 | 40 | 36 40	corpus
軍務	38	34	34 | 38 | 38	jmdict
軍勢	20	14	14 | 20 | 20	jmdict
軍国	26	36	26 36 | 26 | 26	jmdict
軍部	27	36	27 36 | 27 | 27	jmdict
軍配	45	40	45 | 40 | 45	jmdict
軒並み	19	44	19 | 19 | 19 44	corpus
軟弱	13	14	13 | 14 | 13	jmdict
軟投	15	13	15 | 13 15 | 15	jmdict
軟派		20 22 30 36	22 36 | 20 | 30	jmdict
軟着陸	15	13	15 | 13 15 | 15	jmdict
軟禁	15	36	15 | 36 | 15	jmdict
転任	15	38	15 | 15 | 15 38	jmdict
転写	15	31 32	15 32 | 15 | 15 31	jmdict
転落	15	13	15 | 13 15 | 15	jmdict
転載	32	31	32 | 31 | 32	corpus
軸	18 30	17 45	17 18 | 18 30 | 18 30 45	corpus
軽はずみ	13	30	13 | 30 | 13	jmdict
軽快	13	15	13 | 13 | 13 15	jmdict
軽犯罪	10	34	10 | 10 | 34	jmdict
軽症	56	57	57 | 56 | 56	jmdict
軽視	30	13	30 | 30 | 13	corpus
軽金属	41	51	41 | 41 | 41 51	jmdict
輝度	19	13	19 | 13 | 19	jmdict
輪切り	18	15	18 | 18 | 15 18	jmdict
輪廻	57	15 33	15 | 33 57 | 57	jmdict
輸出入	37	38	37 | 37 | 37 38	corpus
辛	13	43	13 | 13 | 43	jmdict
辛勝	10	13	10 | 13 | 10	jmdict
辛酸	13	30	13 | 30 | 13	jmdict
辞	31	15	31 | 31 | 15 31	corpus
辞世	32	57	32 | 32 57 | 32	jmdict
辞令	31 40	36	31 36 | 31 40 | 40	jmdict
辞典	31 40	32	31 40 | 32 40 | 31 40	jmdict
辞林	31 40	32	31 40 | 32 40 | 31	jmdict
辞表	31	40	31 | 31 | 40	jmdict
辞退	35	15	35 | 35 | 15	jmdict
農地改革	47	15 36	36 47 | 15 47 | 47	jmdict
農学	30	33 38	33 | 30 38 | 30	jmdict
農家	24	44	24 | 24 | 24 44	corpus
農林	38	47	38 | 38 | 38 47	jmdict
農林水産省	27	36	27 | 27 36 | 27	jmdict
農業協同組合	27	38	27 38 | 27 | 27	jmdict
農業試験場	27	44	27 44 | 27 | 27	jmdict
農産物	40	43	40 | 40 | 43	jmdict
農耕	47	38	38 47 | 47 | 47	jmdict
農芸	38	47	38 | 47 | 38	jmdict
辺り	17	19	17 | 17 | 17 19	jmdict
辻堂	44	17	44 | 17 | 44	jmdict
辻褄	10	30	10 30 | 10 | 10	jmdict
込み	13	15 19	13 | 13 15 | 19	corpus
迂回	15	30	15 30 | 15 | 15	corpus
迎	15	16	15 16 | 15 | 15	corpus
迎え	35	15	35 | 15 35 | 35	corpus
近く	17	16	16 17 | 17 | 17	corpus
近作	32	16	16 32 | 32 | 32	jmdict
近刊	32	16 40	32 | 16 32 | 32 40	jmdict
近衛	24	25	24 25 | 24 | 24	jmdict
近道	17	30	17 | 17 | 17 30	jmdict
返し	15 31	42	15 | 15 31 42 | 15 31	corpus
